省名,站名,站名简码
辽宁,南杂木,NZM
辽宁,能家,NJI
辽宁,泥河子,NHZ
辽宁,牛角山,NJS
辽宁,牛心台,NXT
辽宁,牛庄,NZH
辽宁,女儿河,NEH
辽宁,盘锦,PJI
辽宁,盘锦北,PJB
辽宁,泡子,PZI
辽宁,皮口,PKO
辽宁,偏岭,PLI
辽宁,瓢儿屯,PET
辽宁,普兰店,PLD
辽宁,普湾,PWA
辽宁,七里河,QLH
辽宁,旗杆底,QGD
辽宁,祁家堡,QJP
辽宁,前卫,QWE
辽宁,桥北,QBE
辽宁,桥头,QTO
辽宁,青堆子,QDZ
辽宁,清河门,QHM
辽宁,清水河,QSH
辽宁,清原,QYU
辽宁,秋木庄,QMZ
辽宁,曲家店,QJD
辽宁,泉沟,QGO
辽宁,泉水,QSH
辽宁,泉水屯,QST
辽宁,绕阳河,RYH
辽宁,任家店,RJD
辽宁,三江口,SJK
辽宁,三十家,SSJ
辽宁,三十里堡,SSP
辽宁,三台,STA
辽宁,沙海,SHA
辽宁,沙河口,SHK
辽宁,沙后所,SHS
辽宁,上园,SYU
辽宁,深井子,SJZ
辽宁,沈阳,SYA
辽宁,沈阳北,SYB
辽宁,沈阳东,SYD
辽宁,沈阳西,SYX
辽宁,十家子,SJZ
辽宁,石城,SCH
辽宁,石脑,SNA
辽宁,石桥子,SQZ
辽宁,石山,SSH
辽宁,世博园,SBY
辽宁,首山,SSH
辽宁,双羊店,SYD
辽宁,水泉,SQU
辽宁,四道沟,SDG
辽宁,四家子,SJZ
辽宁,四台子,STZ
辽宁,松树,SSH
辽宁,松树台,SST
辽宁,苏北,SBE
辽宁,苏家屯,SJT
辽宁,绥中,SZH
辽宁,绥中北,SZB
辽宁,塔山,TSH
辽宁,台安,TAN
辽宁,台集屯,TJT
辽宁,太子河,TZH
辽宁,坦甸,TDI
辽宁,汤河,THE
辽宁,汤山城,TSC
辽宁,唐家,TJI
辽宁,唐王山,TWS
辽宁,桃园,TYU
辽宁,天德泉,TDQ
辽宁,天桥,TQI
辽宁,天桥沟,TQG
辽宁,田家沟,TJG
辽宁,田师府,TSF
辽宁,铁佛寺,TFS
辽宁,铁岭,TLI
辽宁,铁岭西,TLX
辽宁,通远堡,TYP
辽宁,瓦房店,WFD
辽宁,瓦房店西,WFX
辽宁,歪头山,WTS
辽宁,万家屯,WJT
辽宁,网户,WHU
辽宁,望山,WSH
辽宁,威宁,WNI
辽宁,魏杖子,WZZ
辽宁,温泉寺,WQS
辽宁,吴家屯,WJT
辽宁,五龙背,WLB
辽宁,五女山,WNS
辽宁,五七,WQI
辽宁,五三,WSA
辽宁,西丰,XFE
辽宁,西柳,XLI
辽宁,西南杖子,XNZ
辽宁,下夹河所,XJS
辽宁,下马塘,XMT
辽宁,夏家河,XJH
辽宁,小东,XDO
辽宁,小平房,XPF
辽宁,小市,XSH
辽宁,新城子,XCZ
辽宁,新寒岭,XHL
辽宁,新开,XKA
辽宁,新立屯,XLT
辽宁,新岭,XLI
辽宁,新民,XMI
辽宁,新邱,XQI
辽宁,新园,XYU
辽宁,兴城,XCH
辽宁,兴隆店,XLD
辽宁,兴隆河,XLH
辽宁,杏树屯,XST
辽宁,熊岳城,XYC
辽宁,许家屯,XJT
辽宁,宣家沟,XJG
辽宁,薛家,XJI
辽宁,雅河,YHE
辽宁,盐岛,YDA
辽宁,杨家店,YJD
辽宁,杨树湾,YSW
辽宁,杨杖子,YZZ
辽宁,羊圈子,YJZ
辽宁,姚千户屯,YQT
辽宁,叶柏寿,YBS
辽宁,一面山,YMS
辽宁,义县,YXI
辽宁,英额门,YEM
辽宁,营北,YBE
辽宁,营城子,YCZ
辽宁,营东,YDO
辽宁,营口,YKO
辽宁,营口东,YKD
辽宁,永甸,YDI
辽宁,榆树台,YST
辽宁,袁家堡,YJP
辽宁,章党,ZDA
辽宁,章古台,ZGT
辽宁,彰武,ZWU
辽宁,张家堡,ZJP
辽宁,张台子,ZTZ
辽宁,赵家,ZJI
辽宁,中华寺,ZHS
辽宁,中小所,ZXS
辽宁,中兴,ZXI
辽宁,钟杖子,ZZZ
辽宁,周家屯,ZJT
辽宁,周水子,ZSZ
辽宁,庄河,ZHE
辽宁,佟家,TJI
辽宁,琥珀湖,HPH
辽宁,鲅鱼圈,BYQ
内蒙古,阿达日嘎,ADG
内蒙古,阿达日格,ADG
内蒙古,阿尔山,AES
内蒙古,阿贵图,AGT
内蒙古,阿里河,ALH
内蒙古,阿龙山,ALS
内蒙古,阿乌尼,AWN
内蒙古,艾不盖,ABG
内蒙古,安庆沟,AQG
内蒙古,昂乃,ANA
内蒙古,敖包沟,ABG
内蒙古,敖汉,AHA
内蒙古,敖来,ALA
内蒙古,敖力布告,ALG
内蒙古,八苏木,BSM
内蒙古,八仙筒,BXT
内蒙古,巴林,BLI
内蒙古,巴图塔,BTT
内蒙古,巴彦高勒,BYL
内蒙古,巴彦郭勒,BYL
内蒙古,坝梁,BLI
内蒙古,白海,BHA
内蒙古,白狼,BLA
内蒙古,白塔,BTA
内蒙古,白彦花,BYH
内蒙古,白音察干,BYG
内蒙古,白音胡硕,BYS
内蒙古,白音库伦,BYL
内蒙古,白音他拉,BYL
内蒙古,白音特拉,BYL
内蒙古,白银哈尔,BYE
内蒙古,白云,BYU
内蒙古,白云鄂博,BYB
内蒙古,包头,BTO
内蒙古,包头北,BTB
内蒙古,包头东,BTD
内蒙古,包头西,BTX
内蒙古,保健,BJI
内蒙古,保康,BKA
内蒙古,宝拉格,BLG
内蒙古,宝龙山,BLS
内蒙古,宝门乡,BMX
内蒙古,宝木吐,BMT
内蒙古,北台子,BTZ
内蒙古,北头河,BTH
内蒙古,北兴安,BXA
内蒙古,本井,BJI
内蒙古,毕克齐,BKQ
内蒙古,博克图,BKT
内蒙古,布敦化,BDH
内蒙古,曹家营子,CJZ
内蒙古,草六格尔,CLE
内蒙古,查布嘎,CBG
内蒙古,查干得日斯,CGS
内蒙古,查干哈达,CGD
内蒙古,查干芒和,CGH
内蒙古,查干诺尔,CGE
内蒙古,查干特格,CGG
内蒙古,察素齐,CSQ
内蒙古,厂汗,CHA
内蒙古,朝格温多尔,CGE
内蒙古,朝脑沟,CNG
内蒙古,朝原,CYU
内蒙古,朝中,CZH
内蒙古,车家营子,CJZ
内蒙古,成吉思汗,CJH
内蒙古,赤峰,CFE
内蒙古,赤峰东,CFD
内蒙古,赤峰西,CFX
内蒙古,楚鲁图,CLT
内蒙古,瓷窑湾,CYW
内蒙古,达盖,DGA
内蒙古,达拉特旗,DLQ
内蒙古,达拉特西,DLX
内蒙古,达日其嘎,DRG
内蒙古,打拉亥,DLH
内蒙古,大板,DBA
内蒙古,大罕,DHA
内蒙古,大良,DLI
内蒙古,大林,DLI
内蒙古,大陆号,DLH
内蒙古,大其拉哈,DQH
内蒙古,大青沟,DQG
内蒙古,大石寨,DSZ
内蒙古,大树湾,DSW
内蒙古,大雁,DYA
内蒙古,道德,DDE
内蒙古,道老杜,DLD
内蒙古,道仑郭勒,DLL
内蒙古,德伯斯,DBS
内蒙古,德日斯图,DRT
内蒙古,得耳布尔,DEE
内蒙古,刁家段,DJD
内蒙古,东宫,DGO
内蒙古,东壕,DHA
内蒙古,东来,DLA
内蒙古,东明村,DMC
内蒙古,东南营子,DNZ
内蒙古,东胜,DSH
内蒙古,东胜西,DSX
内蒙古,东土城,DTC
内蒙古,东兴,DXI
内蒙古,都伦,DLU
内蒙古,杜尔基,DEJ
内蒙古,杜家台,DJT
内蒙古,多尔本毛道,DED
内蒙古,额济纳,EJN
内蒙古,鄂尔多斯,EES
内蒙古,二道沟,EDG
内蒙古,二道沙河,EDH
内蒙古,二连,ELI
内蒙古,二龙,ELO
内蒙古,丰林,FLI
内蒙古,丰镇,FZH
内蒙古,风水沟,FSG
内蒙古,福巨,FJU
内蒙古,福生庄,FSZ
内蒙古,福兴地,FXD
内蒙古,富林,FLI
内蒙古,嘎拉德斯汰,GLT
内蒙古,嘎什甸子,GSZ
内蒙古,嘎什吐,GST
内蒙古,甘河,GHE
内蒙古,甘旗卡,GQK
内蒙古,高家村,GJC
内蒙古,高林屯,GLT
内蒙古,高台子,GTZ
内蒙古,葛根庙,GGM
内蒙古,格勒,GLE
内蒙古,根河,GHE
内蒙古,公积坂,GJB
内蒙古,公庙子,GMZ
内蒙古,公主埂,GZG
内蒙古,沟口,GKO
内蒙古,孤山子,GSZ
内蒙古,姑家堡,GJB
内蒙古,古城湾,GCW
内蒙古,古里金,GLJ
内蒙古,古鲁满汗,GLH
内蒙古,古营盘,GYP
内蒙古,关碾房,GNF
内蒙古,归流河,GLH
内蒙古,郭尔奔敖包,GRB
内蒙古,哈达,HDA
内蒙古,哈克,HKE
内蒙古,哈拉沟,HLG
内蒙古,哈拉黑,HLH
内蒙古,哈拉苏,HLS
内蒙古,哈日努拉,HRL
内蒙古,哈业胡同,HYT
内蒙古,海拉尔,HLE
内蒙古,韩家村,HJC
内蒙古,罕台川,HTC
内蒙古,汗苏鲁,HSL
内蒙古,杭锦后旗,HJQ
内蒙古,杭锦旗,HJQ
内蒙古,豪门,HME
内蒙古,好力套高,HLG
内蒙古,好鲁库,HLK
内蒙古,赫尔洪得,HED
内蒙古,贺日斯台,HRT
内蒙古,黑沙土,HST
内蒙古,红花沟,HHG
内蒙古,红砂坝,HSB
内蒙古,呼和浩特,HHT
内蒙古,呼和浩特东,HHD
内蒙古,呼和温都尔,HHE
内蒙古,呼吉尔,HJE
内蒙古,忽吉图,HJT
内蒙古,葫芦,HLU
内蒙古,湖北,HBE
内蒙古,湖南,HNA
内蒙古,互做布其,HZQ
内蒙古,花吐古拉,HTL
内蒙古,化德,HDE
内蒙古,黄花筒,HHT
内蒙古,皇德,HDE
内蒙古,灰腾梁,HTL
内蒙古,辉森乌拉西,HSX
内蒙古,汇流河,HLH
内蒙古,霍林郭勒,HLL
内蒙古,霍林河,HLH
内蒙古,吉兰泰,JLT
内蒙古,吉文,JWE
内蒙古,集宁,JNI
内蒙古,集宁南,JNN
内蒙古,贾家街,JJJ
内蒙古,碱柜,JGU
内蒙古,金宝屯,JBT
内蒙古,金河,JHE
内蒙古,金家店,JJD
内蒙古,金林,JLI
内蒙古,金银沟,JYG
内蒙古,经棚,JPE
内蒙古,景阳屯,JYT
内蒙古,静岭,JLI
内蒙古,喀喇其,KLQ
内蒙古,开鲁,KLU
内蒙古,克一河,KYH
内蒙古,库都尔,KDE
内蒙古,库伦,KLU
内蒙古,昆都庙,KDM
内蒙古,昆独仑召,KDZ
内蒙古,喇嘛山,LMS
内蒙古,老府,LFU
内蒙古,老哈河,LHH
内蒙古,老羊壕,LYH
内蒙古,老伊尔施,LYS
内蒙古,莲花山,LHS
内蒙古,林东,LDO
内蒙古,林西,LXI
内蒙古,临河,LHE
内蒙古,陵丘,LQI
内蒙古,岭北,LBE
内蒙古,岭南,LNA
内蒙古,刘伟壕,LWH
内蒙古,六地沟,LDG
内蒙古,芦家村,LJC
内蒙古,马盖图,MGT
内蒙古,马架子,MJZ
内蒙古,马林,MLI
内蒙古,满归,MGU
内蒙古,满洲里,MZL
内蒙古,毛德呼热,MDR
内蒙古,毛告吐,MGT
内蒙古,煤田,MTI
内蒙古,美岱召,MDZ
内蒙古,门达,MDA
内蒙古,猛鹫山,MJS
内蒙古,免渡河,MDH
内蒙古,庙梁,MLI
内蒙古,民族,MZU
内蒙古,明安,MAN
内蒙古,明水河,MSH
内蒙古,莫尔道嘎,MEG
内蒙古,莫尔格,MEG
内蒙古,莫莫营子,MMZ
内蒙古,木里图,MLT
内蒙古,牧原,MYU
内蒙古,那林桃亥,NLH
内蒙古,纳林沟门,NLM
内蒙古,乃林,NLI
内蒙古,奈曼,NMA
内蒙古,南木,NMU
内蒙古,南兴安,NXA
内蒙古,宁家,NJI
内蒙古,牛耳河,NEH
内蒙古,牛汾台,NFT
内蒙古,牛家营子,NJZ
内蒙古,农垦四团,NKT
内蒙古,欧里,OLI
内蒙古,平顶庙,PDM
内蒙古,平庄,PZH
内蒙古,平庄南,PZN
内蒙古,七苏木,QSM
内蒙古,齐哈日格图,QHT
内蒙古,旗山,QSH
内蒙古,旗下营,QXY
内蒙古,旗下营东,QXD
内蒙古,钱家店,QJD
内蒙古,前十家,QSJ
内蒙古,热水,RSH
内蒙古,萨拉齐,SLQ
内蒙古,萨拉齐东,SLD
内蒙古,赛汗塔拉,SHL
内蒙古,赛乌苏,SWS
内蒙古,三把火,SBH
内蒙古,三道桥,SDQ
内蒙古,三道营,SDY
内蒙古,三家子,SJZ
内蒙古,三介海子,SJZ
内蒙古,三义井,SYJ
内蒙古,三营图,SYT
内蒙古,桑根达来,SGL
内蒙古,沙坝子,SBZ
内蒙古,沙力,SLI
内蒙古,沙日乃,SRN
内蒙古,沙沙圪台,SST
内蒙古,山湾子,SWZ
内蒙古,商都,SDU
内蒙古,上店,SDI
内蒙古,舍伯吐,SBT
内蒙古,舍力虎,SLH
内蒙古,神东,SDO
内蒙古,十八台,SBT
内蒙古,石拐,SGU
内蒙古,石灰窑,SHY
内蒙古,石门村,SMC
内蒙古,石门子,SMZ
内蒙古,石圪台,SGT
内蒙古,双泡子,SPZ
内蒙古,双山屯,SST
内蒙古,水地,SDI
内蒙古,四道湾,SDW
内蒙古,四分地,SFD
内蒙古,四分滩,SFT
内蒙古,四合,SHE
内蒙古,四合台,SHT
内蒙古,苏宏图,SHT
内蒙古,苏集,SJI
内蒙古,索伦,SLU
内蒙古,索图罕,STH
内蒙古,塔尔气,TEQ
内蒙古,塔拉哈尔,TLE
内蒙古,塔力根土,TLT
内蒙古,台阁牧,TGM
内蒙古,太平庄,TPZ
内蒙古,桃儿湾,TEW
内蒙古,桃司兔,TST
内蒙古,陶卜齐,TBQ
内蒙古,陶思浩,TSH
内蒙古,天鹅湖,TEH
内蒙古,天义,TYI
内蒙古,通辽,TLI
内蒙古,通辽北,TLB
内蒙古,通辽东,TLD
内蒙古,通辽西,TLX
内蒙古,头道井,TDJ
内蒙古,头道桥,TDQ
内蒙古,图呼木,THM
内蒙古,图克木庙,TKM
内蒙古,图里河,TLH
内蒙古,土贵乌拉,TGL
内蒙古,土牧尔台,TMT
内蒙古,吐列毛杜,TLD
内蒙古,瓦房,WFA
内蒙古,瓦窑坝,WYB
内蒙古,完工,WGO
内蒙古,万水泉,WSQ
内蒙古,万水泉南,WSN
内蒙古,卫东,WDO
内蒙古,温都和硕,WDS
内蒙古,卧牛河,WNH
内蒙古,沃博尔,WBE
内蒙古,乌尔旗汗,WEH
内蒙古,乌固诺尔,WGE
内蒙古,乌海,WHA
内蒙古,乌海北,WHB
内蒙古,乌海西,WHX
内蒙古,乌拉山,WLS
内蒙古,乌拉特前旗,WLQ
内蒙古,乌兰哈达,WLD
内蒙古,乌兰浩特,WLT
内蒙古,乌兰胡同,WLT
内蒙古,乌兰花,WLH
内蒙古,乌兰木伦,WLL
内蒙古,乌兰丘,WLQ
内蒙古,乌兰中,WLZ
内蒙古,乌奴耳,WNE
内蒙古,乌日根塔拉,WRL
内蒙古,乌日图,WRT
内蒙古,乌斯台,WST
内蒙古,乌斯土,WST
内蒙古,五叉沟,WCG
内蒙古,五道木,WDM
内蒙古,五十家子,WSZ
内蒙古,五原,WYU
内蒙古,西斗铺,XDP
内蒙古,西胡尔清,XHQ
内蒙古,西口,XKO
内蒙古,西里,XLI
内蒙古,西岭口,XLK
内蒙古,西六方,XLF
内蒙古,西土城,XTC
内蒙古,西小沟,XXG
内蒙古,西小召,XXZ
内蒙古,西哲里木,XZM
内蒙古,锡林浩特,XLT
内蒙古,锡林呼都嘎,XLG
内蒙古,汐子,XZI
内蒙古,下坑子,XKZ
内蒙古,夏拉哈马,XLM
内蒙古,响沙湾,XSW
内蒙古,小北,XBE
内蒙古,小河沿,XHY
内蒙古,新艾里,XAL
内蒙古,新安庄,XAZ
内蒙古,新绰源,XCY
内蒙古,新街,XJI
内蒙古,新南沟,XNG
内蒙古,新窝铺,XWP
内蒙古,新贤城,XXC
内蒙古,新帐房,XZF
内蒙古,星耀,XYA
内蒙古,兴安岭,XAL
内蒙古,兴和,XHE
内蒙古,兴和西,XHX
内蒙古,牙克石,YKS
内蒙古,牙拉盖图,YLT
内蒙古,衙门庙,YMM
内蒙古,衙门营,YMY
内蒙古,雅鲁,YLU
内蒙古,岩山,YSH
内蒙古,燕舞,YWU
内蒙古,杨家营,YJY
内蒙古,羊场,YCH
内蒙古,伊尔施,YES
内蒙古,伊和恩格拉,YHL
内蒙古,伊图里河,YTH
内蒙古,营盘湾,YPW
内蒙古,永王庄,YWZ
内蒙古,友谊水库,YYK
内蒙古,于海屯,YHT
内蒙古,余粮堡,YLP
内蒙古,宇宙地,YZD
内蒙古,育新,YXI
内蒙古,元宝山,YBS
内蒙古,原林,YLI
内蒙古,云端,YDU
内蒙古,扎兰屯,ZLT
内蒙古,扎鲁特,ZLT
内蒙古,扎罗木得,ZLD
内蒙古,扎赉诺尔,ZLE
内蒙古,扎赉诺尔西,ZLX
内蒙古,哲里木,ZLM
内蒙古,正镶白旗,ZXQ
内蒙古,治安,ZAN
内蒙古,中台子,ZTZ
内蒙古,忠工屯,ZGT
内蒙古,珠日河牧场,ZRC
内蒙古,珠斯花,ZSH
内蒙古,朱日和,ZRH
内蒙古,转龙湾,ZLW
内蒙古,准沙日乌苏,ZSS
内蒙古,卓资东,ZZD
内蒙古,卓资山,ZZS
内蒙古,紫沟,ZGO
内蒙古,莺歌,YGE
内蒙古,嵯岗,CGA
内蒙古,贲红,BHO
内蒙古,胪滨,LBI
宁夏,艾家村,AJC
宁夏,白芨沟,BJG
宁夏,长农,CNO
宁夏,大坝,DBA
宁夏,大战场,DZC
宁夏,大磴沟,DDG
宁夏,二营,EYI
宁夏,干塘,GTA
宁夏,固原,GYU
宁夏,韩府湾,HFW
宁夏,红寺堡,HSP
宁夏,呼鲁斯太,HLT
宁夏,黄羊滩,HYT
宁夏,黄羊湾,HYW
宁夏,惠农,HNO
宁夏,李旺,LWA
宁夏,灵武,LWU
宁夏,柳家庄,LJZ
宁夏,六盘山,LPS
宁夏,暖泉,NQU
宁夏,彭阳,PYA
宁夏,平罗,PLU
宁夏,七营,QYI
宁夏,青铜峡,QTX
宁夏,汝箕沟,RJG
宁夏,三关口,SGK
宁夏,三营,SYI
宁夏,沙坡头,SPT
宁夏,沈家河,SJH
宁夏,石坝,SBA
宁夏,石嘴山,SZS
宁夏,太阳山,TYS
宁夏,同心,TXI
宁夏,土桥子,TQZ
宁夏,王团庄,WTZ
宁夏,西大滩,XDT
宁夏,宣和,XHE
宁夏,盐池,YCH
宁夏,银川,YCH
宁夏,银川南,YCN
宁夏,迎水桥,YSQ
宁夏,中宁,ZNI
宁夏,中宁东,ZND
宁夏,中宁南,ZNN
宁夏,中卫,ZWE
宁夏,褚家湾,ZJW
青海,八盘峡,BPX
青海,察尔汗,CEH
青海,德令哈,DLH
青海,刚察,GCH
青海,格尔木,GEM
青海,哈尔盖,HEG
青海,海石湾,HSW
青海,海晏,HYA
青海,花庄,HZH
青海,柯柯,KKE
青海,乐都,LDU
青海,平安驿,PAY
青海,水车湾,SCW
青海,天峻,TJU
青海,乌兰,WLA
青海,西宁,XNI
青海,西宁西,XNX
青海,锡铁山,XTS
青海,饮马峡,YMX
青海,张家祠,ZJC
青海,沱沱河,TTH
青海,湟源,HYU
山东,北牟,BMU
山东,博山,BSH
山东,博兴,BXI
山东,埠西头,BXT
山东,沧口,CKO
山东,曹县,CXI
山东,草庙子,CMZ
山东,昌乐,CLE
山东,常庄,CZH
山东,城阳,CYA
山东,磁窑,CYA
山东,崔马庄所,CMS
山东,大港,DGA
山东,大昆仑,DKL
山东,党家庄,DJZ
山东,德州,DZH
山东,德州东,DZD
山东,定陶,DTA
山东,东明县,DMX
山东,东营,DYI
山东,范镇,FZH
山东,费县,FXI
山东,高密,GMI
山东,海阳,HYA
山东,菏泽,HZE
山东,菏泽南,HZN
山东,黑旺,HWA
山东,桓台,HTA
山东,黄口,HKO
山东,济南,JNA
山东,济南东,JND
山东,济南西,JNX
山东,济南中心,JNX
山东,济宁,JNI
山东,济铁旅,JTL
山东,嘉祥,JXI
山东,胶州,JZH
山东,胶州北,JZB
山东,巨野,JYE
山东,口头,KTO
山东,莱芜东,LWD
山东,莱芜西,LWX
山东,莱西,LXI
山东,莱阳,LYA
山东,蓝村,LCU
山东,梁堤头,LDT
山东,梁山,LSH
山东,聊城,LCH
山东,聊城北,LCB
山东,临清,LQI
山东,临西,LXI
山东,临沂,LYI
山东,临沂北,LYB
山东,临淄,LZI
山东,刘征,LZH
山东,南博山,NBS
山东,南仇,NCH
山东,南定,NDI
山东,平邑,PYI
山东,平原,PYU
山东,铺集,PJI
山东,桥南,QNA
山东,青岛,QDA
山东,青岛北,QDB
山东,青州市,QZS
山东,曲阜,QFU
山东,曲阜东,QFD
山东,日照,RZH
山东,乳山,RSH
山东,上高镇,SGZ
山东,司家岭,SJL
山东,四方,SFA
山东,算王庄,SWZ
山东,泰安,TAN
山东,泰山,TSH
山东,桃村,TCU
山东,桃村东,TCD
山东,威海,WHA
山东,潍坊,WFA
山东,文登,WDE
山东,五莲,WLI
山东,西桐古,XTG
山东,下初,XCH
山东,烟台,YTA
山东,燕家庄,YJZ
山东,阳谷,YGU
山东,沂南,YNA
山东,沂水,YSH
山东,禹城,YCH
山东,源迁,YQI
山东,枣庄,ZZH
山东,枣庄西,ZZX
山东,章丘,ZQI
山东,诸城,ZCH
山东,诸往,ZWA
山东,淄博,ZBO
山东,淄川,ZCH
山东,邹城,ZCH
山东,兖州,YZH
山东,郓城,YCH
山东,郯城,TCH
山东,鄄城,JCH
山东,莒南,JNA
山东,莒县,JXI
山东,蔺家楼,LJL
山东,泗水,SSH
山东,晏城,YCH
山东,晏城北,YCB
山东,滕州,TZH
山东,滕州东,TZD
山西,安塘,ATA
山西,白壁关,BBG
山西,保德,BDE
山西,堡子湾,PZW
山西,北白,BBA
山西,北板桥,BBQ
山西,北六堡,BLP
山西,北义井,BYJ
山西,北营,BYI
山西,播明,BMI
山西,常村,CCU
山西,长治,CZH
山西,长治北,CZB
山西,长子,ZZI
山西,程家,CJI
山西,大涧,DJI
山西,大同,DTO
山西,大同东,DTD
山西,大辛庄,DXZ
山西,大营,DYI
山西,代县,DXI
山西,弹音,TYI
山西,定襄,DXI
山西,东坡,DPO
山西,东田良,DTL
山西,东阳关,DYG
山西,东淤地,DYD
山西,东元庆,DYQ
山西,东镇,DZH
山西,东庄,DZH
山西,豆罗,DLU
山西,兑镇,DZH
山西,繁峙,FSH
山西,汾河,FHE
山西,汾阳,FYA
山西,风陵渡,FLD
山西,高村,GCU
山西,高平,GPI
山西,孤山,GSH
山西,古店,GDI
山西,古东,GDO
山西,古交,GJI
山西,韩家岭,HJL
山西,韩家楼,HJL
山西,河边,HBI
山西,河津,HJI
山西,洪洞,HDO
山西,洪洞西,HDX
山西,侯马,HMA
山西,侯马西,HMX
山西,怀仁,HRE
山西,怀仁东,HRD
山西,霍州,HZH
山西,霍州东,HZD
山西,嘉峰,JFE
山西,蒋村,JCU
山西,交城,JCH
山西,介休,JXI
山西,介休东,JXD
山西,金沙滩,JST
山西,晋城,JCH
山西,晋城北,JCB
山西,晋中,JZH
山西,孔庄,KZH
山西,黎城,LCH
山西,临汾,LFE
山西,临汾西,LFX
山西,灵丘,LQI
山西,灵石,LSH
山西,灵石东,LSD
山西,柳林河,LLH
山西,柳林南,LLN
山西,芦家庄,LJZ
山西,潞城,LCH
山西,吕梁,LLI
山西,漫流河,MLH
山西,鸣李,MLI
山西,磨滩,MTA
山西,南峧,NJI
山西,南陈铺,NCP
山西,娘子关,NZG
山西,宁武,NWU
山西,平社,PSH
山西,平旺,PWA
山西,平型关,PXG
山西,平遥,PYA
山西,平遥古城,PYC
山西,祁县,QXI
山西,祁县东,QXD
山西,秦家庄,QJZ
山西,沁县,QXI
山西,清徐,QXU
山西,赛鱼,SYU
山西,三岔镇,SCZ
山西,山阴,SYI
山西,神池,SCH
山西,神池南,SCN
山西,神头,STO
山西,寿阳,SYA
山西,水洋,SYA
山西,朔州,SZH
山西,朔州西,SZX
山西,太谷,TGU
山西,太谷西,TGX
山西,太原,TYU
山西,太原北,TYB
山西,太原东,TYD
山西,太原南,TYN
山西,天镇,TZH
山西,王家寨,WJZ
山西,微子镇,WZZ
山西,文水,WSH
山西,闻喜,WXI
山西,闻喜西,WXX
山西,武乡,WXI
山西,五台山,WTS
山西,五寨,WZH
山西,西贺村,XHC
山西,西武匠,XWJ
山西,西阳村,XYC
山西,西张,XZH
山西,下社,XSH
山西,夏店,XDI
山西,襄汾,XFE
山西,襄汾西,XFX
山西,襄垣,XYU
山西,小宋,XSO
山西,孝南,XNA
山西,孝西,XXI
山西,新绛,XJI
山西,忻州,XZH
山西,修文,XWE
山西,轩岗,XGA
山西,薛孤,XGU
山西,岩会,YHU
山西,阳城,YCH
山西,阳方口,YFK
山西,阳高,YGA
山西,阳明堡,YMP
山西,阳曲,YQU
山西,阳泉,YQU
山西,阳泉北,YQB
山西,阳泉曲,YQQ
山西,阴塔,YTA
山西,应县,YXI
山西,永济,YJI
山西,永济北,YJB
山西,永嘉堡,YJP
山西,榆次,YCI
山西,榆社,YSH
山西,禹门口,YMK
山西,原平,YPI
山西,运城,YCH
山西,运城北,YCB
山西,枣林,ZLI
山西,张兰,ZLA
山西,赵城,ZCH
山西,赵庄,ZZH
山西,镇城底,ZCD
山西,岢岚,KLA
山西,岱岳,DYU
山西,稷山,JSH
陕西,安康,AKA
陕西,白河东,BHD
陕西,白河县,BHX
陕西,白水江,BSJ
陕西,宝鸡,BJI
陕西,宝鸡南,BJN
陕西,蔡家坡,CJP
陕西,曹家伙场,CJC
陕西,茶镇,CZH
陕西,城固,CGU
陕西,池河,CHE
陕西,大保当,DBD
陕西,大荔,DLI
陕西,大荔北,DLB
陕西,大竹园,DZY
陕西,丹凤,DFE
陕西,道镇,DZH
陕西,定边,DBI
陕西,洞子崖,DZY
陕西,杜赵,DZH
陕西,冯家山,FJS
陕西,凤县,FXI
陕西,凤翔,FXI
陕西,凤州,FZH
陕西,福临堡,FLP
陕西,府谷,FGU
陕西,富县,FXI
陕西,富县东,FXD
陕西,甘泉,GQU
陕西,甘泉北,GQB
陕西,高梁铺,GLP
陕西,高滩,GTA
陕西,高潭子,GTZ
陕西,孤山川,GSC
陕西,韩城,HCH
陕西,汉阴,HYI
陕西,汉中,HZH
陕西,何寨,HZH
陕西,合阳,HYA
陕西,横现河,HXH
陕西,红花铺,HHP
陕西,红卫坝,HWB
陕西,华山,HSH
陕西,华山北,HSB
陕西,黄陵,HLI
陕西,黄羊城,HYC
陕西,火烧寨,HSZ
陕西,涧池铺,JCP
陕西,锦界,JJI
陕西,靖边,JBI
陕西,巨亭,JTI
陕西,乐素河,LSH
陕西,李家河,LJH
陕西,临潼,LTO
陕西,临潼东,LTD
陕西,零口,LKO
陕西,刘家沟,LJG
陕西,陇县,LXI
陕西,吕河,LHE
陕西,略阳,LYA
陕西,洛川东,LCD
陕西,麻柳,MLI
陕西,马蹄湾,MTW
陕西,毛坝关,MBG
陕西,梅子铺,MZP
陕西,米脂,MZH
陕西,勉西,MXI
陕西,勉县,MXI
陕西,娘娘庙,NNM
陕西,牛家梁,NJL
陕西,坡底村,PDC
陕西,蒲城,PCH
陕西,蒲城东,PCD
陕西,千河,QHE
陕西,千阳,QYA
陕西,秦岭,QLI
陕西,清涧县,QJX
陕西,三花石,SHS
陕西,三原,SYU
陕西,商洛,SLU
陕西,商南,SNA
陕西,神木,SMU
陕西,神木北,SMB
陕西,神木西,SMX
陕西,生芝渠,SZQ
陕西,石庙沟,SMG
陕西,石泉县,SQX
陕西,史家铺,SJP
