Station_train_code,Departure,Destination
G6513,广州南,香港西九龙
G6514,香港西九龙,广州南
G6515,广州南,香港西九龙
G6516,香港西九龙,广州南
G6517,广州南,香港西九龙
G6518,香港西九龙,广州南
G6519,广州南,香港西九龙
G6520,香港西九龙,广州南
G6521,广州南,香港西九龙
G6522,香港西九龙,广州南
G6523,广州南,香港西九龙
G6524,香港西九龙,广州南
G6525,广州南,香港西九龙
G6526,香港西九龙,广州南
G6527,广州南,香港西九龙
G6528,香港西九龙,广州南
G6529,广州南,香港西九龙
G6530,香港西九龙,广州南
G6531,广州南,香港西九龙
G6532,香港西九龙,广州南
G6533,广州南,香港西九龙
G6534,香港西九龙,广州南
G6535,广州南,香港西九龙
G6536,香港西九龙,广州南
G6537,广州南,香港西九龙
G6538,香港西九龙,广州南
G6539,广州南,香港西九龙
G6540,香港西九龙,广州南
G6541,广州南,香港西九龙
G6542,香港西九龙,广州南
G6543,广州南,香港西九龙
G6544,香港西九龙,广州南
G6579,肇庆东,香港西九龙
G6580,香港西九龙,肇庆东
G6581,广州南,香港西九龙
G6582,香港西九龙,广州南
G6583,广州南,香港西九龙
G6584,香港西九龙,广州南
G6585,广州南,香港西九龙
G6586,香港西九龙,广州南
G6587,广州南,香港西九龙
G6588,香港西九龙,广州南
G6602,郑州东,安阳东
G6606,郑州东,商丘
G6607,郑州东,许昌东
G6609,郑州东,许昌东
G6611,商丘,开封北
G6613,郑州东,洛阳龙门
G6619,郑州东,洛阳龙门
G6620,洛阳龙门,郑州东
G6701,北京西,石家庄
G6702,石家庄,北京西
G6703,北京西,石家庄
G6704,石家庄,北京西
G6705,北京西,石家庄
G6706,石家庄,北京西
G6708,石家庄,北京西
G6712,石家庄,北京西
G6713,北京西,石家庄
G6714,石家庄,北京西
G6715,北京西,石家庄
G6716,石家庄,北京西
G6717,北京西,石家庄
G6718,石家庄,北京西
G6731,北京西,邯郸东
G6732,邯郸东,北京西
G6733,北京西,邯郸东
G6734,邯郸东,北京西
G6735,北京西,邯郸东
G6736,邯郸东,北京西
G6737,北京西,邯郸东
G6741,北京西,邯郸东
G6742,邯郸东,北京西
G6743,北京西,邯郸东
G6744,邯郸东,北京西
G6745,北京西,石家庄
G6746,邢台东,北京西
G6752,邯郸东,石家庄
G6753,天津西,邯郸东
G6755,石家庄,邢台东
G6756,邯郸东,石家庄
G6901,济南东,青岛北
G6902,青岛北,济南西
G6903,济南东,青岛北
G6904,青岛北,济南东
G6905,济南东,青岛
G6906,青岛,济南西
G6907,济南东,青岛北
G6908,青岛北,济南西
G6909,济南西,青岛北
G6910,青岛北,济南东
G6912,青岛北,济南东
G6913,济南西,青岛北
G6914,青岛,济南东
G6915,济南东,青岛北
G6916,青岛北,济南西
G6917,济南西,青岛北
G6918,青岛北,济南东
G6919,济南东,青岛北
G6920,青岛北,济南东
G6922,泰安,青岛北
G6923,泰安,青岛北
G6931,济南东,威海
G6932,威海,济南东
G6933,济南东,威海
G6934,烟台,济南东
G6936,威海,济南东
G6938,威海,济南东
G6939,济南东,威海
G6942,曲阜东,烟台
G6943,曲阜东,烟台
G6951,青岛,曲阜东
G6952,曲阜东,青岛
G6953,曲阜东,青岛
G6954,青岛,曲阜东
G6961,济南西,岚山西
G6962,岚山西,济南西
G6963,济南西,岚山西
G6964,岚山西,济南西
G6965,济南西,岚山西
G6966,岚山西,济南西
G6967,济南西,岚山西
G6968,岚山西,济南西
G6980,泰安,济南
G6981,烟台,曲阜东
G6982,枣庄,荣成
G6983,枣庄,荣成
G6984,烟台,曲阜东
G6985,荣成,枣庄
G6986,枣庄,荣成
G6987,枣庄,荣成
G6988,荣成,枣庄
G7001,南京,上海
G7002,上海,南京
G7003,南京,上海
G7004,上海,南京
G7005,南京,上海
G7006,上海,南京
G7007,南京,上海
G7008,上海,南京
G7009,南京,上海
G7010,上海,南京
G7011,南京,上海
G7012,上海,南京
G7013,南京,上海
G7014,上海,南京
G7015,南京,上海
G7016,上海,南京
G7017,南京,上海
G7018,上海,南京
G7019,南京,上海
G7020,上海,南京
G7021,南京,上海
G7022,上海,南京
G7023,南京,上海
G7024,上海,南京
G7025,南京,上海
G7026,上海,南京
G7027,南京,上海
G7028,上海,南京
G7029,南京,上海
G7030,上海,南京南
G7031,南京南,上海
G7032,上海,南京
G7033,常州,上海
G7034,上海,南京
G7035,南京,上海
G7036,上海,南京
G7037,南京南,上海
G7038,上海,南京
G7039,南京,上海
G7040,上海,南京
G7041,南京,上海
G7042,上海,南京
G7043,南京南,上海
G7044,上海,南京
G7045,南京,上海
G7046,上海,南京
G7047,南京,上海
G7048,上海,南京
G7049,南京,上海
G7050,上海,南京
G7051,南京,上海
G7052,上海,南京
G7053,南京,上海
G7054,上海,南京
G7055,南京,上海
G7056,上海,南京
G7057,南京,上海
G7058,上海,南京
G7059,南京,上海
G7060,上海,安庆
G7061,上海,安庆
G7062,上海,南京
G7063,南京,上海
G7064,上海,南京
G7065,南京,上海
G7066,上海,南京南
G7067,南京,上海
G7068,上海,南京
G7069,南京,上海
G7070,上海,南京南
G7071,安庆,上海
G7072,上海,安庆
G7073,上海,安庆
G7074,安庆,上海
G7075,安庆,上海
G7076,上海,安庆
G7077,上海,安庆
G7078,安庆,上海
G7079,安庆,上海
G7080,上海,安庆
G7081,上海,安庆
G7082,安庆,上海
G7083,安庆,上海
G7084,上海,安庆
G7085,上海,安庆
G7086,安庆,上海
G7087,安庆,上海
G7088,上海,安庆
G7089,上海,安庆
G7090,安庆,上海
G7091,安庆,上海
G7092,上海,安庆
G7093,上海,安庆
G7094,安庆,上海
G7099,南京,上海
G7100,上海,南京
G7101,南京,上海虹桥
G7102,上海虹桥,南京
G7103,南京南,上海虹桥
G7104,上海虹桥,南京
G7105,南京,上海虹桥
G7106,上海虹桥,南京
G7107,南京,上海虹桥
G7108,上海虹桥,南京
G7109,南京,上海虹桥
G7110,上海虹桥,南京
G7111,南京,上海虹桥
G7112,上海虹桥,南京
G7113,南京,上海虹桥
G7114,上海虹桥,南京
G7115,南京,上海虹桥
G7116,上海虹桥,南京
G7117,南京,上海虹桥
G7119,南京,上海虹桥
G7120,上海虹桥,南京
G7121,南京,上海虹桥
G7122,上海虹桥,南京南
G7123,南京,上海虹桥
G7124,上海虹桥,南京
G7126,上海虹桥,南京南
G7127,南京南,上海虹桥
G7128,上海虹桥,常州
G7130,上海虹桥,南京南
G7131,安庆,上海虹桥
G7132,上海虹桥,安庆
G7133,上海虹桥,安庆
G7134,安庆,上海虹桥
G7135,安庆,上海虹桥
G7136,上海虹桥,安庆
G7137,上海虹桥,安庆
G7138,安庆,上海虹桥
G7139,安庆,上海虹桥
G7140,上海虹桥,安庆
G7141,上海虹桥,安庆
G7142,安庆,上海虹桥
G7143,安庆,上海虹桥
G7144,上海虹桥,安庆
G7145,上海虹桥,安庆
G7146,安庆,上海虹桥
G7147,安庆,上海虹桥
G7148,上海虹桥,芜湖
G7149,上海虹桥,芜湖
G7150,安庆,上海虹桥
G7152,上海虹桥,芜湖
G7153,上海虹桥,芜湖
G7155,六安,上海虹桥
G7156,上海虹桥,合肥南
G7157,上海虹桥,合肥南
G7158,六安,上海虹桥
G7159,六安,上海虹桥
G7162,六安,上海虹桥
G7163,合肥南,上海虹桥
G7164,上海虹桥,合肥南
G7165,上海虹桥,合肥南
G7166,合肥南,上海虹桥
G7167,池州,上海虹桥
G7168,上海虹桥,池州
G7169,上海虹桥,池州
G7170,池州,上海虹桥
G7171,合肥南,上海虹桥
G7174,合肥南,上海虹桥
G7180,上海虹桥,南京南
G7185,合肥南,上海虹桥
G7186,上海虹桥,合肥南
G7187,上海虹桥,合肥南
G7188,合肥南,上海虹桥
G7190,上海虹桥,徐州东
G7191,南京南,黄山北
G7192,黄山北,南京南
G7193,常州北,黄山北
G7194,黄山北,常州北
G7195,六安,上海虹桥
G7196,上海虹桥,合肥南
G7197,上海虹桥,合肥南
G7198,六安,上海虹桥
G7199,滁州,上海
G7200,南京南,滁州
G7201,无锡,上海
G7202,上海,无锡
G7203,苏州,上海
G7205,苏州,上海
G7206,上海,苏州
G7207,苏州,上海
G7208,上海,苏州
G7209,苏州,上海
G7210,上海,苏州
G7211,常州,上海
G7212,上海,常州
G7213,苏州,上海
G7214,上海,苏州
G7215,昆山南,上海
G7217,芜湖,上海
G7218,上海,芜湖
G7219,上海,芜湖
G7220,芜湖,上海
G7221,淮南东,上海
G7222,上海,合肥
G7223,上海,合肥
G7224,淮南东,上海
G7225,芜湖,上海
G7226,上海,芜湖
G7227,上海,芜湖
G7228,芜湖,上海
G7229,南京南,上海
G7231,六安,上海
G7232,上海,六安
G7233,上海,六安
G7234,六安,上海
G7236,上海,合肥南
G7237,上海,合肥南
G7239,六安,上海
G7240,上海,六安
G7241,上海,六安
G7242,六安,上海
G7243,合肥南,上海
G7244,上海,合肥南
G7245,上海,合肥南
G7246,合肥南,上海
G7247,合肥南,上海
G7248,上海,合肥南
G7249,上海,合肥南
G7250,合肥南,上海
G7251,合肥南,上海
G7252,上海,合肥南
G7253,上海,合肥南
G7254,合肥南,上海
G7255,合肥南,上海
G7256,上海,合肥
G7257,上海,合肥
G7258,合肥南,上海
G7259,合肥,上海
G7260,上海,合肥南
G7261,上海,合肥南
G7262,合肥,上海
G7263,合肥南,上海
G7264,上海,合肥南
G7265,上海,合肥南
G7266,合肥南,上海
G7267,淮南东,上海
G7268,上海,淮南东
G7269,上海,淮南东
G7270,淮南东,上海
G7271,芜湖,上海
G7272,上海,安庆
G7273,上海,安庆
G7274,芜湖,上海
G7275,淮南东,上海
G7276,上海,淮南东
G7277,上海,淮南东
G7278,淮南东,上海
G7279,蚌埠南,上海
G7280,上海,蚌埠南
G7281,芜湖,上海
G7282,上海,芜湖
G7283,上海,芜湖
G7284,芜湖,上海
G7285,芜湖,上海
G7286,上海,芜湖
G7287,上海,芜湖
G7288,芜湖,上海
G7289,徐州东,上海
G7290,上海,徐州东
G7291,淮北,上海
G7292,上海,淮北
G7293,上海,淮北
G7294,淮北,上海
G7295,淮北,上海
G7296,上海,淮北
G7297,上海,淮北
G7298,淮北,上海
G7299,徐州东,上海
G7300,上海,徐州东
G7301,上海虹桥,黄山北
G7303,上海虹桥,黄山北
G7304,黄山北,上海虹桥
G7305,上海虹桥,黄山北
G7306,黄山北,上海虹桥
G7307,上海虹桥,黄山北
G7308,黄山北,上海虹桥
G7310,黄山北,上海虹桥
G7311,上海虹桥,黄山北
G7312,黄山北,上海虹桥
G7313,南京南,黄山北
G7314,黄山北,南京南
G7315,常州,黄山北
G7316,黄山北,常州
G7317,上海,黄山北
G7318,黄山北,上海
G7319,上海,黄山北
G7320,黄山北,上海虹桥
G7321,上海虹桥,平阳
G7322,平阳,上海虹桥
G7323,上海虹桥,平阳
G7324,温州南,上海虹桥
G7325,上海虹桥,温州南
G7326,温州南,上海虹桥
G7328,诸暨,杭州东
G7329,上海虹桥,温州南
G7330,温州南,上海虹桥
G7331,上海虹桥,温州南
G7332,苍南,上海虹桥
G7333,上海虹桥,温州南
G7334,温州南,上海虹桥
G7335,上海虹桥,苍南
G7336,苍南,上海虹桥
G7337,上海虹桥,苍南
G7338,平阳,上海虹桥
G7339,上海虹桥,苍南
G7340,温州南,上海虹桥
G7341,杭州东,苍南
G7342,苍南,杭州东
G7343,上海虹桥,瑞安
G7344,瑞安,上海虹桥
G7345,杭州东,苍南
G7346,苍南,杭州东
G7347,上海虹桥,金华南
G7348,丽水,上海虹桥
G7349,南京南,温州南
G7350,苍南,南京南
G7351,上海虹桥,宜兴
G7352,宜兴,上海虹桥
G7353,宜兴,上海虹桥
G7354,上海虹桥,宜兴
G7355,上海虹桥,杭州
G7356,溧阳,上海虹桥
G7357,溧阳,上海虹桥
G7358,杭州,上海
G7359,上海,杭州
G7360,杭州,上海
G7361,杭州东,江山
G7362,诸暨,杭州东
G7364,江山,上海虹桥
G7365,上海虹桥,江山
G7366,江山,上海虹桥
G7367,上海虹桥,乐清
G7368,乐清,上海虹桥
G7369,乐清,上海虹桥
G7370,上海虹桥,乐清
G7371,金寨,江山
G7372,江山,合肥南
G7373,江山,合肥南
G7374,金寨,江山
G7375,合肥南,江山
G7376,江山,合肥南
G7377,江山,合肥南
G7378,合肥南,江山
G7381,上海虹桥,衢州
G7382,衢州,上海虹桥
G7383,上海虹桥,衢州
G7385,合肥南,杭州东
G7386,衢州,合肥南
G7387,衢州,合肥南
G7388,合肥南,杭州东
G7389,南京,衢州
G7390,衢州,常州
G7391,上海虹桥,南京南
G7392,南京南,上海虹桥
G7393,南京南,上海虹桥
G7394,上海虹桥,南京南
G7395,上海虹桥,南京南
G7396,南京南,上海虹桥
G7397,南京南,上海虹桥
G7398,上海虹桥,南京南
G7402,黄山北,蚌埠南
G7403,蚌埠南,黄山北
G7409,淮北,六安
G7410,合肥,淮北
G7411,合肥,淮北
G7412,淮北,六安
G7416,黄山北,合肥南
G7417,合肥南,黄山北
G7419,合肥南,黄山北
G7427,淮北,合肥南
G7428,合肥南,淮北
G7429,合肥南,淮北
G7430,淮北,合肥南
G7431,合肥南,温州南
G7432,苍南,合肥南
G7433,苍南,合肥南
G7434,合肥南,温州南
G7451,南京南,黄山北
G7452,黄山北,南京南
G7453,南京南,千岛湖
G7454,千岛湖,南京南
G7455,合肥南,千岛湖
G7456,千岛湖,合肥南
G7457,千岛湖,合肥南
G7458,合肥南,千岛湖
G7461,上海虹桥,温州南
G7462,温州南,上海虹桥
G7463,杭州东,温州南
G7464,温州南,杭州东
G7465,杭州东,温州南
G7466,温州南,杭州东
G7467,杭州东,苍南
G7468,苍南,杭州东
G7472,义乌,杭州东
G7473,南京南,台州
G7474,台州,杭州东
G7475,台州,杭州东
G7476,南京南,台州
G7477,合肥南,丽水
G7478,丽水,合肥南
G7479,丽水,合肥南
G7480,合肥南,丽水
G7481,黄山北,温州南
G7482,温州南,黄山北
G7483,温州南,黄山北
G7484,黄山北,温州南
G7485,合肥南,温州南
G7486,温州南,合肥南
G7487,温州南,合肥南
G7488,合肥南,温州南
G7491,安庆,衢州
G7492,金华,安庆
G7493,金华,安庆
G7494,安庆,衢州
G7495,黄山北,平阳
G7496,平阳,黄山北
G7497,平阳,黄山北
G7498,黄山北,平阳
G7501,上海虹桥,苍南
G7502,宁波,上海虹桥
G7503,苏州,台州
G7504,温州南,上海虹桥
G7505,南京南,宁波
G7506,温州南,上海虹桥
G7507,南京南,宁波
G7508,台州,上海虹桥
G7509,上海虹桥,宁波
G7510,宁波,上海虹桥
G7511,上海虹桥,温州南
G7512,宁波,上海虹桥
G7514,宁波,上海虹桥
G7515,上海虹桥,宁波
G7516,苍南,上海虹桥
G7517,上海虹桥,宁波
G7518,宁波,上海虹桥
G7519,上海虹桥,宁波
G7520,宁波,南京南
G7521,上海虹桥,温州南
G7522,宁波,上海虹桥
G7524,宁波,上海虹桥
G7525,上海虹桥,温州南
G7527,上海虹桥,宁海
G7528,温州南,上海虹桥
G7529,上海虹桥,宁波
G7530,宁海,上海虹桥
G7532,三门县,上海虹桥
G7533,上海虹桥,宁波
G7534,宁波,上海虹桥
G7535,上海虹桥,温州南
G7536,温州南,上海虹桥
G7537,上海虹桥,平阳
G7538,平阳,杭州东
G7539,上海虹桥,苍南
G7540,苍南,上海虹桥
G7541,上海虹桥,台州
G7542,台州,上海虹桥
G7543,上海虹桥,温州南
G7545,上海虹桥,温州南
G7546,温州南,上海虹桥
G7549,上海虹桥,温州南
G7550,平阳,上海虹桥
G7551,上海虹桥,千岛湖
G7552,千岛湖,上海虹桥
G7553,上海虹桥,千岛湖
G7554,千岛湖,上海虹桥
G7555,上海虹桥,杭州东
G7556,杭州东,上海虹桥
G7557,上海虹桥,三门县
G7558,杭州东,上海虹桥
G7559,上海虹桥,杭州东
G7560,杭州东,上海虹桥
G7561,上海虹桥,温州南
G7562,温州南,上海虹桥
G7563,合肥南,杭州东
G7564,杭州东,金寨
G7565,杭州东,金寨
G7566,合肥南,杭州东
G7567,南京南,温州南
G7568,温州南,南京南
G7569,杭州东,奉化
G7570,奉化,杭州东
G7571,淮南东,平阳
G7572,平阳,淮南东
G7573,平阳,淮南东
G7574,淮南东,平阳
G7575,六安,温州南
G7576,平阳,六安
G7577,平阳,六安
G7578,六安,温州南
G7581,南京南,温州南
G7582,平阳,南京南
G7583,常州,宁波
G7584,宁波,南京
G7585,常州,温州南
G7586,温州南,常州
G7589,徐州东,宁波
G7590,宁波,徐州东
G7591,安庆,温州南
G7592,温州南,安庆
G7593,温州南,安庆
G7594,安庆,温州南
G7595,合肥南,宁波
G7596,温州南,合肥南
G7597,温州南,合肥南
G7598,合肥南,宁波
G7599,徐州东,平阳
G7600,温州南,徐州东
G7603,南京南,杭州东
G7604,杭州东,南京南
G7605,徐州东,杭州东
G7608,宁波,南京南
G7609,南京南,宁波
G7610,宁波,徐州东
G7611,徐州东,宁波
G7615,合肥南,温州南
G7616,温州南,合肥南
G7617,温州南,合肥南
G7618,合肥南,温州南
G7619,徐州东,温州南
G7620,温州南,徐州东
G7621,杭州东,温州南
G7625,南京南,温州南
G7626,温州南,南京南
G7627,徐州东,苍南
G7628,温州南,南京南
G7629,南京南,温州南
G7630,温州南,南京南
G7631,合肥南,杭州东
G7632,丽水,合肥南
G7633,丽水,合肥南
G7634,合肥南,杭州东
G7635,合肥南,温州南
G7636,温州南,合肥南
G7637,温州南,合肥南
G7638,合肥南,温州南
G7641,南京南,平阳
G7642,苍南,徐州东
G7643,南京南,丽水
G7644,金华南,南京南
G7645,合肥,苍南
G7646,温州南,合肥
G7647,温州南,合肥
G7648,合肥,苍南
G7649,南京南,温州南
G7650,苍南,南京南
G7652,温州南,合肥南
G7653,温州南,合肥南
G7655,合肥南,温州南
G7656,杭州东,合肥南
G7657,杭州东,合肥南
G7658,合肥南,温州南
G7659,杭州东,温州南
G7660,温州南,南京南
G7661,合肥南,平阳
G7662,温州南,合肥南
G7663,温州南,合肥南
G7664,合肥南,平阳
G7665,徐州东,温州南
G7666,温州南,徐州东
G7669,淮南东,温州南
G7670,平阳,淮南东
G7671,平阳,淮南东
G7672,淮南东,温州南
G7673,合肥南,宁波
G7674,温州南,合肥南
G7675,温州南,合肥南
G7676,合肥南,宁波
G7677,合肥南,温州南
G7678,宁波,合肥南
G7679,宁波,合肥南
G7680,合肥南,温州南
G7681,合肥南,温州南
G7682,温州南,合肥南
G7683,温州南,合肥南
G7684,合肥南,温州南
G7685,淮南东,诸暨
G7686,杭州东,淮南东
G7687,杭州东,淮南东
G7688,淮南东,诸暨
G7689,南京南,平阳
G7690,温州南,南京南
G7691,合肥南,江山
G7692,江山,合肥南
G7693,江山,合肥南
G7694,合肥南,江山
G7695,淮北,江山
G7696,江山,淮北
G7697,江山,淮北
G7698,淮北,江山
G8001,大连北,长春
G8002,长春,大连北
G8003,大连北,吉林
G8004,吉林,大连
G8005,大连北,长春西
G8006,长春,大连北
G8007,大连,吉林
G8008,吉林,大连北
G8009,大连北,吉林
G8010,长春,大连
G8011,大连,吉林
G8012,长春西,大连北
G8013,大连北,吉林
G8014,吉林,大连
G8015,大连北,吉林
G8016,吉林,大连北
G8017,大连,吉林
G8018,吉林,大连
G8019,大连北,吉林
G8020,吉林,大连北
G8023,大连北,长春
G8024,吉林,大连北
G8032,吉林,沈阳北
G8033,沈阳南,长春
G8034,长春,沈阳南
G8035,沈阳南,延吉西
G8041,大连,沈阳
G8042,沈阳北,大连北
G8043,大连,沈阳北
G8044,沈阳,大连
G8045,大连,沈阳北
G8046,沈阳,大连
G8047,大连北,沈阳
G8048,沈阳北,大连
G8049,大连,沈阳
G8050,沈阳北,大连
G8051,大连,沈阳
G8052,沈阳,大连
G8053,大连,沈阳
G8054,沈阳,大连
G8055,大连,沈阳北
G8056,沈阳,大连
G8057,大连,沈阳
G8058,沈阳,大连北
G8059,大连,沈阳
G8060,沈阳北,大连北
G8061,大连北,沈阳北
G8062,沈阳,大连
G8065,大连北,沈阳
G8067,大连,沈阳北
G8068,沈阳北,大连北
G8069,大连北,沈阳北
G8070,沈阳北,大连北
G8071,鞍山西,沈阳
G8072,营口东,大连
G8075,延吉西,丹东
G8076,丹东,延吉西
G8077,丹东,延吉西
G8078,延吉西,丹东
G8081,盘锦,沈阳北
G8082,沈阳,盘锦
G8085,大连北,山海关
G8086,山海关,大连北
G8087,山海关,大连北
G8088,大连北,山海关
G8092,扶余北,长春
G8101,长春,丹东
G8102,东港北,吉林
G8103,东港北,吉林
G8104,长春,丹东
G8105,吉林,丹东
G8106,丹东,吉林
G8107,丹东,吉林
G8108,吉林,丹东
G8125,大连北,珲春
G8126,珲春,大连北
G8127,大连,珲春
G8128,珲春,大连
G8130,延吉西,大连北
G8131,通辽,长春西
G8132,沈阳北,通辽
G8133,沈阳北,通辽
G8134,通辽,长春西
G8146,大连北,通辽
G8147,大连北,通辽
G8148,通辽,大连北
G8151,牛河梁,沈阳
G8152,沈阳北,牛河梁
G8153,牛河梁,沈阳北
G8154,沈阳南,牛河梁
G8155,牛河梁,沈阳南
G8161,朝阳,沈阳南
G8162,沈阳南,朝阳
G8163,朝阳,沈阳
G8164,沈阳,朝阳
G8165,朝阳,沈阳南
G8166,沈阳,朝阳
G8167,朝阳,沈阳南
G8168,沈阳南,朝阳
G8169,朝阳,沈阳南
G8170,沈阳南,朝阳
G8172,沈阳南,朝阳
G8181,朝阳,丹东
G8182,丹东,朝阳
G8183,大连北,牛河梁
G8184,牛河梁,大连北
G8185,牛河梁,大连北
G8186,大连北,牛河梁
G8187,大连北,朝阳
G8188,朝阳,大连北
G8189,朝阳,大连北
G8190,大连北,朝阳
G8191,阜新,沈阳南
G8192,沈阳,阜新
G8193,阜新,沈阳北
G8194,沈阳南,阜新
G8195,阜新,沈阳
G8196,沈阳南,阜新
G8501,成都东,重庆北
G8502,重庆北,成都东
G8504,重庆北,成都东
G8506,重庆北,成都东
G8507,成都东,重庆北
G8508,重庆北,成都东
G8509,成都东,重庆北
G8511,成都东,重庆北
G8513,成都东,重庆北
G8516,重庆北,成都东
G8518,重庆北,成都东
G8520,重庆北,成都东
G8527,成都东,重庆北
G8528,重庆北,成都东
G8529,成都东,重庆北
G8530,重庆北,成都东
G8541,成都东,沙坪坝
G8542,沙坪坝,成都东
G8543,成都东,沙坪坝
G8544,沙坪坝,成都东
G8545,成都东,沙坪坝
G8546,沙坪坝,成都东
G8548,沙坪坝,成都东
G8549,成都东,沙坪坝
G8550,沙坪坝,成都东
G8551,成都东,沙坪坝
G8553,成都东,沙坪坝
G8554,沙坪坝,成都东
G8555,成都东,沙坪坝
G8556,沙坪坝,成都东
G8557,成都东,沙坪坝
G8558,沙坪坝,成都东
G8559,成都东,沙坪坝
G8560,沙坪坝,成都东
G8561,成都东,沙坪坝
G8562,沙坪坝,成都东
G8564,沙坪坝,成都东
G8565,成都东,沙坪坝
G8566,沙坪坝,成都东
G8567,成都东,沙坪坝
G8568,沙坪坝,成都东
G8581,成都东,重庆西
G8583,成都东,重庆西
G8593,成都东,重庆西
G8594,重庆西,成都东
G8595,成都东,重庆西
G8596,重庆西,成都东
G8597,成都东,重庆西
G8599,成都东,重庆西
G8601,内江北,重庆北
G8613,成都东,资中北
G8614,资中北,成都东
G8615,成都东,隆昌北
G8616,隆昌北,成都东
G8622,重庆西,内江北
G8624,重庆西,永川东
G8631,永川东,沙坪坝
G8635,永川东,重庆北
G8636,重庆北,永川东
G8652,贵阳北,成都东
G8653,广元,贵阳北
G8654,贵阳北,成都东
G8655,成都东,贵阳北
G8656,安顺西,成都东
G8657,成都东,贵阳北
G8658,贵阳北,成都东
G8659,成都东,安顺西
G8660,贵阳北,成都东
G8663,成都东,贵阳北
G8664,贵阳北,成都东
G8681,贵阳北,峨眉山
G8682,峨眉山,贵阳北
G8683,峨眉山,贵阳北
G8684,贵阳北,峨眉山
G8691,成都东,贵阳北
G8692,贵阳北,成都东
G8693,成都东,贵阳北
G8694,贵阳北,成都东
G8701,成都东,万州北
G8702,万州北,成都东
G8703,万州北,成都东
G8704,成都东,万州北
G8705,成都东,万州北
G8706,万州北,成都东
G8707,万州北,成都东
G8708,成都东,万州北
G8709,成都东,万州北
G8710,万州北,成都东
G8711,万州北,成都东
G8712,成都东,万州北
G8713,成都东,万州北
G8714,万州北,成都东
G8715,万州北,成都东
G8716,成都东,万州北
G8717,成都东,万州北
G8718,万州北,成都东
G8719,万州北,成都东
G8720,成都东,万州北
G8721,成都东,万州北
G8724,成都东,万州北
G8751,德阳,重庆北
G8752,重庆北,德阳
G8901,北京南,天津西
G8902,天津西,北京南
G8905,衡阳东,深圳北
G8906,深圳北,衡阳东
G8907,北京西,石家庄
G8909,广州南,深圳北
G8910,深圳北,广州南
G8911,北京南,天津西
G8912,天津西,北京南
G8917,北京南,唐山
G8918,唐山,北京南
G8919,北京南,唐山
G8920,唐山,北京南
G8923,北京南,秦皇岛
G8924,秦皇岛,北京南
G8928,天津西,北京南
G8935,北京南,德州东
G8936,德州东,北京南
G8953,北京西,石家庄
G8954,石家庄,北京西
G9001,北京南,廊坊
G9002,廊坊,北京南
G9003,北京南,沧州西
G9004,沧州西,北京南
G9014,天津西,北京南
G9163,朝阳,沈阳北
G9164,沈阳北,朝阳
C1001,长春,延吉西
C1002,延吉西,长春
C1003,长春,珲春
C1004,延吉西,长春
C1005,长春西,延吉西
C1006,延吉西,长春
C1007,长春,延吉西
C1008,珲春,长春
C1009,长春西,珲春
C1010,延吉西,长春西
C1011,长春,延吉西
C1012,珲春,长春
C1013,长春,珲春
C1014,珲春,长春
C1015,长春,珲春
C1016,延吉西,长春
C1017,长春,延吉西
C1018,延吉西,长春
C1019,长春,延吉西
C1020,延吉西,长春
C1021,长春西,延吉西
C1022,珲春,长春西
C1023,长春,珲春
C1024,延吉西,长春西
C1025,长春,延吉西
C1026,珲春,长春西
C1027,长春,延吉西
C1028,延吉西,长春
C1037,敦化,珲春
C1041,长春,延吉西
C1042,珲春,长春
C1043,长春,珲春
C1044,珲春,长春
C1045,长春西,延吉西
C1046,延吉西,长春
C1047,长春,延吉西
C1048,延吉西,长春西
C1101,通辽,沈阳
C1102,沈阳南,通辽
C1103,沈阳南,通辽
C1104,通辽,沈阳
C1105,通辽,沈阳南
C1106,沈阳,通辽
C1107,沈阳,通辽
C1108,通辽,沈阳南
C1109,通辽,沈阳南
C1110,沈阳南,通辽
C1111,沈阳南,通辽
C1112,通辽,沈阳南
C1113,通辽,沈阳北
C1114,沈阳南,通辽
C1115,沈阳南,通辽
C1116,通辽,沈阳北
C1117,通辽,沈阳
C1118,沈阳北,通辽
C1119,沈阳北,通辽
C1120,通辽,沈阳
C1121,通辽,沈阳南
C1122,沈阳,通辽
C1123,沈阳,通辽
C1124,通辽,沈阳南
C1137,通辽,沈阳南
C1138,丹东,通辽
C1139,丹东,通辽
C1140,通辽,沈阳南
C1201,长春西,吉林
C1202,吉林,长春
C1203,长春西,吉林
C1204,吉林,长春
C1205,长春,蛟河西
C1206,吉林,长春
C1207,长春,吉林
C1208,蛟河西,长春
C1209,长春,吉林
C1210,吉林,长春
C1211,长春,吉林
C1212,吉林,长春
C1213,长春,吉林
C1214,吉林,长春
C1215,长春,吉林
C1216,吉林,长春
C1217,长春,吉林
C1218,吉林,长春
C1219,长春,蛟河西
C1220,吉林,长春
C1221,长春,吉林
C1222,蛟河西,长春
C1223,长春,吉林
C1224,吉林,长春
C1226,吉林,长春
C1227,长春,吉林
C1229,长春,吉林
C1230,吉林,长春
C1232,吉林,长春
C1233,长春,吉林
C1239,吉林,蛟河西
C1240,蛟河西,长春
C1241,长春,吉林
C1243,长春,吉林
C1245,长春,吉林
C1246,吉林,长春
C1248,吉林,长春
C1249,长春西,吉林
C1250,吉林,长春
C1279,长春,吉林
C1280,吉林,长春
C1301,长春,白城
