station_name,station_telecode,province,city
EJG,峡江,江西省,吉安市
XJV,新绛,山西省,运城市
XJM,新江,四川省,攀枝花市
XJT,许家屯,辽宁省,大连市
EKB,兴凯,黑龙江省,鸡西市
XDD,兴隆店,辽宁省,沈阳市
XPX,新林,黑龙江省,大兴安岭地区
XLJ,新李,甘肃省,平凉市
GCT,西柳,辽宁省,鞍山市
XLD,新立屯,辽宁省,锦州市
XZB,兴隆镇,黑龙江省,哈尔滨市
XMB,西麻山,黑龙江省,鸡西市
XNV,孝南,山西省,孝义市
XPY,兴平,陕西省,咸阳市
XOS,霞浦,福建省,宁德市
XQD,新邱,辽宁省,阜新市
XRL,仙人桥,吉林省,白山市
XSB,杏树,黑龙江省,七台河市
XSV,下社,山西省,忻州市
XSP,徐水,河北省,保定市
ETW,秀山,重庆市,重庆市
XOB,新松浦,黑龙江省,哈尔滨市
XSJ,许三湾,甘肃省,张掖市
XTG,向塘,江西省,南昌市
EIP,下台子,河北省,承德市
XJQ,徐闻,广东省,湛江市
ENN,息县,河南省,信阳市
XXQ,湘乡,湖南省,湘潭市
XOV,孝西,山西省,吕梁市
XZC,西小召,内蒙古自治区,巴彦淖尔市
XDB,向阳,黑龙江省,牡丹江市
XUY,旬阳,陕西省,安康市
XBY,旬阳北,陕西省,安康市
SNZ,兴业,广西壮族自治区,玉林市
XHM,小雨谷,贵州省,六盘水市
XRZ,兴义,贵州省,黔西南布依族苗族自治州
EIF,襄垣,山西省,长治市
EYB,新友谊,黑龙江省,双鸭山市
XCH,徐州,江苏省,徐州市
XRP,悬钟,河北省,邯郸市
XZD,汐子,内蒙古自治区,赤峰市
UUH,徐州东,江苏省,徐州市
ERP,新杖子,河北省,承德市
YAX,依安,黑龙江省,齐齐哈尔市
YMM,元谋,云南省,楚雄彝族自治州
ZOD,周家屯,辽宁省,锦州市
PSE,屏山,四川省,宜宾市
XRD,西哲里木,内蒙古自治区,兴安盟
HKP,黄土店,北京市,北京市
XZT,新肇,黑龙江省,大庆市
EJH,夏邑县,河南省,商丘市
XYX,小扬气,黑龙江省,大兴安岭地区
EEQ,信宜,广东省,茂名市
VIH,新沂,江苏省,徐州市
XXP,小西庄,河北省,保定市
XXM,小新街,云南省,昆明市
XIF,西峡,河南省,南阳市
XQY,西乡,陕西省,汉中市
XSN,新县,河南省,信阳市
EPD,新窝铺,内蒙古自治区,赤峰市
XAN,仙桃西,湖北省,仙桃市
XDT,杏树屯,辽宁省,大连市
XAM,小哨,云南省,昆明市
XST,小市,辽宁省,本溪市
XZN,浠水,湖北省,黄冈市
ESP,小寺沟,河北省,承德市
XQJ,兴泉堡,甘肃省,白银市
XQB,新青,黑龙江省,伊春市
XPM,新坪田,贵州省,黔西南布依族苗族自治州
XPN,西平,河南省,驻马店市
ENQ,兴宁,广东省,梅州市
XAT,下马塘,辽宁省,本溪市
XMD,新民,辽宁省,沈阳市
EXP,兴隆县,河北省,承德市
XYB,西林,黑龙江省,伊春市
XLB,小岭,黑龙江省,哈尔滨市
XNB,香兰,黑龙江省,佳木斯市
EKM,西街口,云南省,昆明市
XHB,新华,黑龙江省,鹤岗市
XAX,新华屯,黑龙江省,大庆市
XWJ,宣和,宁夏回族自治区,中卫市
XXB,襄河,黑龙江省,黑河市
XFW,息烽,贵州省,贵阳市
EFG,信丰,江西省,赣州市
XRX,新绰源,内蒙古自治区,呼伦贝尔市
ECH,宣城,安徽省,宣城市
WKD,魏杖子,辽宁省,朝阳市
WYC,五原,内蒙古自治区,巴彦淖尔市
WWB,五营,黑龙江省,伊春市
WXN,武穴,湖北省,黄冈市
WSV,五台山,山西省,忻州市
WSJ,武山,甘肃省,天水市
WQL,汪清,吉林省,延边朝鲜族自治州
WNQ,万宁,海南省,万宁市
WQC,乌拉特前旗,内蒙古自治区,巴彦淖尔市
VHH,温岭,浙江省,台州市
WEB,万乐,黑龙江省,哈尔滨市
WJP,午汲,河北省,武安市
WCJ,吴家川,甘肃省,白银市
WGY,武功,陕西省,咸阳市
WXT,瓦房店西,辽宁省,大连市
WHP,五道河,河北省,承德市
WDB,温春,黑龙江省,牡丹江市
TEW,桐子林,四川省,攀枝花市
TZJ,天祝,甘肃省,武威市
KTT,通榆,吉林省,白城市
TYF,汤阴,河南省,安阳市
TCH,桐乡,浙江省,嘉兴市
TXJ,同心,宁夏回族自治区,吴忠市
TAB,桃山,黑龙江省,七台河市
TQX,图强,黑龙江省,大兴安岭地区
TIT,太平川,吉林省,松原市
TVT,洮南,吉林省,白城市
TLB,铁力,黑龙江省,伊春市
TFZ,田林,广西壮族自治区,百色市
TEX,图里河,内蒙古自治区,呼伦贝尔市
TZP,统军庄,北京市,北京市
GLJ,古浪,甘肃省,武威市
TNJ,谭家井,甘肃省,武威市
TKH,太湖,安徽省,安庆市
THX,塔哈,黑龙江省,齐齐哈尔市
TGL,天岗,吉林省,吉林市
TZK,郯城,山东省,临沂市
TTH,桐城,安徽省,安庆市
TBF,桐柏,河南省,南阳市
TID,台安,辽宁省,鞍山市
SIN,松滋,湖北省,荆州市
OXH,宿州,安徽省,宿州市
SRH,宿州东,安徽省,宿州市
SPJ,上腰墩,甘肃省,武威市
OYP,水洋,山西省,长治市
FMH,沭阳,江苏省,宿迁市
SXR,沙湾县,新疆维吾尔自治区,伊犁哈萨克自治州
SFM,沙沱,贵州省,六盘水市
SEV,神头,山西省,朔州市
SFT,松树,辽宁省,大连市
SRB,石人城,黑龙江省,哈尔滨市
SQT,石桥子,辽宁省,本溪市
SFJ,沙坡头,宁夏回族自治区,中卫市
SOB,宋,黑龙江省,绥化市
SXF,三门峡西,河南省,三门峡市
SMF,三门峡,河南省,三门峡市
SCF,三门峡南,河南省,三门峡市
VFQ,石门县北,湖南省,常德市
SNT,索伦,内蒙古自治区,兴安盟
ZJD,双辽,吉林省,四平市
VLD,舍力虎,内蒙古自治区,通辽市
SHM,施家嘴,云南省,昆明市
SJJ,邵家堂,甘肃省,兰州市
IMH,松江南,上海市,上海市
SML,双吉,吉林省,吉林市
OJB,沈家,黑龙江省,哈尔滨市
SJB,尚家,黑龙江省,绥化市
SVP,三合庄,北京市,北京市
SEL,双河镇,吉林省,吉林市
OZW,三汇镇,四川省,达州市
OXP,三河县,河北省,廊坊市
SED,沙海,辽宁省,朝阳市
SVK,上高镇,山东省,泰安市
OTW,水富,云南省,昭通市
OFB,双丰,湖南省,娄底市
SEP,十渡,北京市,北京市
SXC,商都,内蒙古自治区,乌兰察布市
ODY,绥德,陕西省,榆林市
SCL,山城镇,吉林省,通化市
SCR,莎车,新疆维吾尔自治区,喀什地区
SBB,双城北,黑龙江省,哈尔滨市
AQW,施秉,贵州省,黔东南苗族侗族自治州
ROF,汝州,河南省,平顶山市
RSD,热水,内蒙古自治区,赤峰市
ROK,乳山,山东省,威海市
RAH,瑞安,浙江省,温州市
QYT,清原,辽宁省,抚顺市
QXC,旗下营,内蒙古自治区,乌兰察布市
QXJ,桥西,甘肃省,嘉峪关市
QWP,前苇塘,河北省,承德市
QTJ,青铜峡,宁夏回族自治区,吴忠市
QSB,青山,黑龙江省,牡丹江市
QIB,青龙,黑龙江省,鸡西市
QNY,清涧县,陕西省,榆林市
QJW,綦江,重庆市,重庆市
QJN,潜江,湖北省,潜江市
QTP,秦皇岛,河北省,秦皇岛市
QFK,曲阜,山东省,济宁市
QAK,曲阜东,山东省,济宁市
QAB,庆安,黑龙江省,绥化市
PJH,邳州,江苏省,徐州市
CFD,赤峰南,内蒙古自治区,赤峰市
CUD,赤峰东,内蒙古自治区,赤峰市
PZD,平庄北,内蒙古自治区,赤峰市
PYJ,彭阳,宁夏回族自治区,固原市
ARH,平阳,浙江省,温州市
PWT,普湾,辽宁省,大连市
PVT,平台,吉林省,白城市
PNT,偏岭,辽宁省,本溪市
PHQ,平湖,浙江省,嘉兴市
PGM,平关,贵州省,六盘水市
PHP,徘徊北,河北省,武安市
PRP,偏店,河北省,邯郸市
PAL,平安,吉林省,吉林市
NZT,南杂木,辽宁省,抚顺市
NUP,南峪,河北省,石家庄市
NWP,南湾子,河北省,承德市
NQO,那曲,西藏自治区,那曲地区
NLF,宁陵县,河南省,商丘市
NIR,尼勒克,新疆维吾尔自治区,伊犁哈萨克自治州
NHH,宁海,浙江省,宁波市
NGP,南观村,北京市,北京市
NCK,南仇,山东省,淄博市
NAT,农安,吉林省,长春市
MEY,米脂,陕西省,榆林市
MMW,米易,四川省,攀枝花市
MUP,密云北,北京市,北京市
MEB,美溪,黑龙江省,伊春市
MOM,茂舍祖,云南省,昆明市
MAB,麻山,黑龙江省,鸡西市
MUT,明水河,内蒙古自治区,兴安盟
MID,马林,内蒙古自治区,赤峰市
MLB,穆棱,黑龙江省,牡丹江市
MOB,磨刀石,黑龙江省,牡丹江市
KPM,茅草坪,贵州省,六盘水市
MCL,明城,吉林省,磐石市
MBY,毛坝,四川省,达州市
LZT,龙爪沟,辽宁省,丹东市
LYP,涞源,河北省,保定市
LVS,罗源,福建省,福州市
LNF,临颍,河南省,漯河市
UIH,连云港,江苏省,连云港市
UKH,连云港东,江苏省,连云港市
LYT,辽阳,辽宁省,辽阳市
LXB,朗乡,黑龙江省,伊春市
LWK,莱芜东,山东省,济南市
LSB,梨树镇,黑龙江省,鸡西市
LSD,柳树屯,辽宁省,葫芦岛市
LUL,露水河,吉林省,白山市
LRN,罗山,河南省,信阳市
USH,丽水,浙江省,丽水市
LUM,乐善村,云南省,昆明市
UQJ,龙泉寺,甘肃省,兰州市
LPG,乐平市,江西省,景德镇市
LPM,罗平,云南省,曲靖市
UNG,龙南,江西省,赣州市
LMB,里木店,黑龙江省,绥化市
UAP,卢龙,河北省,秦皇岛市
LLB,兰棱,黑龙江省,哈尔滨市
LRM,陆良,云南省,曲靖市
LWQ,临澧,湖南省,常德市
LKQ,路口铺,湖南省,岳阳市
ULK,蔺家楼,山东省,济南市
UJL,龙嘉,吉林省,长春市
UJH,庐江,安徽省,合肥市
UJT,两家,吉林省,白城市
LVT,刘家河,辽宁省,丹东市
UNP,滦河沿,河北省,承德市
LHX,拉哈,黑龙江省,齐齐哈尔市
LOM,芦沟,云南省,曲靖市
UFH,临海,浙江省,台州市
UFD,老府,内蒙古自治区,赤峰市
LDP,梁底下,河北省,承德市
UCK,聊城,山东省,聊城市
LBF,灵宝,河南省,三门峡市
LPF,灵宝西,河南省,三门峡市
KHR,克拉玛依,新疆维吾尔自治区,克拉玛依市
KQX,喀喇其,内蒙古自治区,呼伦贝尔市
KLC,开鲁,内蒙古自治区,通辽市
KAW,开江,四川省,达州市
KOB,克东,黑龙江省,齐齐哈尔市
JYD,金杖子,辽宁省,朝阳市
KDX,库都尔,内蒙古自治区,呼伦贝尔市
JEQ,靖州,湖南省,怀化市
JZH,金寨,安徽省,六安市
JXJ,靖远西,甘肃省,白银市
JYZ,江永,湖南省,永州市
EPH,嘉兴南,浙江省,嘉兴市
JXH,嘉兴,浙江省,嘉兴市
JKK,莒县,山东省,日照市
JWX,吉文,内蒙古自治区,呼伦贝尔市
JTB,金山屯,黑龙江省,伊春市
JOP,甲山,河北省,承德市
JVV,稷山,山西省,运城市
EGH,金山北,上海市,上海市
SSX,九三,黑龙江省,黑河市
JWQ,江门东,广东省,江门市
JEY,锦界,陕西省,榆林市
JIR,精河南,新疆维吾尔自治区,博尔塔拉蒙古自治州
JHP,静海,天津市,天津市
JOB,鸡东,黑龙江省,鸡西市
JDB,峻德,黑龙江省,鹤岗市
JNV,交城,山西省,吕梁市
JCJ,金昌,甘肃省,金昌市
VON,黄州,湖北省,黄冈市
VZH,湖州,浙江省,湖州市
HNO,湟源,青海省,西宁市
VIQ,河源,广东省,河源市
HGJ,黄羊滩,宁夏回族自治区,银川市
HUW,华蓥,四川省,广安市
HFO,海晏,青海省,海北藏族自治州
HYY,徽县,甘肃省,陇南市
VTR,和田,新疆维吾尔自治区,和田地区
HOT,黑水,吉林省,白城市
VSB,红山,黑龙江省,伊春市
HDL,黄松甸,吉林省,吉林市
VQH,花桥,江苏省,苏州市
VAQ,和平,广东省,河源市
EUH,海宁西,浙江省,嘉兴市
HNH,海宁,浙江省,嘉兴市
VEH,黄梅,湖北省,黄冈市
VTJ,呼鲁斯太,内蒙古自治区,阿拉善盟
HIB,桦林,黑龙江省,牡丹江市
HHB,浩良河,黑龙江省,伊春市
KOH,黄口,安徽省,宿州市
HJM,花家庄,贵州省,六盘水市
HJF,获嘉,河南省,新乡市
HFM,红江,云南省,楚雄彝族自治州
HJJ,贺家店,甘肃省,天水市
VHD,红花沟,内蒙古自治区,赤峰市
IGW,红光镇,四川省,成都市
HXT,海城西,辽宁省,鞍山市
HCT,海城,辽宁省,鞍山市
HCJ,黑冲滩,甘肃省,武威市
VCQ,华城,广东省,梅州市
XEG,会昌北,江西省,赣州市
GSS,冠豸山,福建省,龙岩市
GEH,固镇,安徽省,蚌埠市
GYL,菇园,吉林省,通化市
KEP,官厅西,河北省,张家口市
GSL,果松,吉林省,通化市
GZD,高桥镇,辽宁省,葫芦岛市
GQD,甘旗卡,内蒙古自治区,通辽市
GEY,甘泉北,陕西省,延安市
GNM,广南卫,云南省,昆明市
GDT,郭家店,吉林省,四平市
GAX,甘河,内蒙古自治区,呼伦贝尔市
GVP,官高,北京市,北京市
GRH,广德,安徽省,宣城市
GCV,高村,山西省,太原市
GDJ,甘草店,甘肃省,兰州市
FZC,丰镇,内蒙古自治区,乌兰察布市
FXY,凤县,陕西省,宝鸡市
FYP,浮图峪,河北省,保定市
FSZ,扶绥,广西壮族自治区,崇左市
FQS,福清,福建省,福州市
FZB,丰乐镇,黑龙江省,双鸭山市
FIB,富锦,黑龙江省,佳木斯市
FHR,福海,新疆维吾尔自治区,阿勒泰地区
RLD,二龙,内蒙古自治区,赤峰市
RDP,二道沟门,河北省,承德市
DAP,大杖子,河北省,承德市
ROP,豆庄,河北省,邯郸市
DTJ,大战场,宁夏回族自治区,中卫市
DFZ,道州,湖南省,永州市
DJP,大营镇,河北省,衡水市
DYV,大营,山西省,忻州市
DFM,大湾子,云南省,楚雄彝族自治州
DNT,大屯,吉林省,长春市
DBM,大田边,云南省,曲靖市
DQK,定陶,山东省,菏泽市
RWW,独山,贵州省,黔南布依族苗族自治州
DML,道清,吉林省,白山市
RPP,大盘石,河北省,保定市
DEP,洞庙河,河北省,承德市
DLV,豆罗,山西省,忻州市
DLB,带岭,黑龙江省,伊春市
RVD,东来,内蒙古自治区,通辽市
DJT,达家沟,吉林省,长春市
DHP,大灰厂,北京市,北京市
DTT,大官屯,辽宁省,抚顺市
DIL,东丰,吉林省,辽源市
UFQ,东方,海南省,东方市
DRX,得耳布尔,内蒙古自治区,呼伦贝尔市
DKJ,大磴沟,宁夏回族自治区,石嘴山市
DVW,德昌,四川省,凉山彝族自治州
RDT,德伯斯,内蒙古自治区,兴安盟
DYJ,定边,陕西省,榆林市
RBT,到保,吉林省,白城市
DBC,大板,内蒙古自治区,赤峰市
CWM,车转湾,云南省,曲靖市
CKQ,潮州,广东省,潮州市
CYF,长垣,河南省,新乡市
CDD,朝阳地,河北省,承德市
CNZ,岑溪,广西壮族自治区,梧州市
CSC,察素齐,内蒙古自治区,呼和浩特市
CST,苍石,辽宁省,抚顺市
CSB,楚山,黑龙江省,牡丹江市
CMB,晨明,黑龙江省,伊春市
CJT,蔡家沟,吉林省,松原市
CLP,昌黎,河北省,秦皇岛市
CLK,昌乐,山东省,潍坊市
CHZ,册亨,贵州省,黔西南布依族苗族自治州
WBW,草海,贵州省,毕节市
CHP,崔黄口,天津市,天津市
CGV,柴沟堡,河北省,张家口市
CAJ,陈官营,甘肃省,兰州市
CEJ,长城,甘肃省,白银市
BVP,北宅,北京市,北京市
BCD,白音胡硕,内蒙古自治区,兴安盟
BID,白音他拉,内蒙古自治区,通辽市
BYC,白音察干,内蒙古自治区,乌兰察布市
BXK,博兴,山东省,滨州市
BYP,北屯,河北省,保定市
BAL,白石山,吉林省,吉林市
BPM,白沙坡,云南省,曲靖市
BAY,巴山,陕西省,汉中市
BQP,白旗,河北省,承德市
BRP,北马圈子,河北省,承德市
BMD,八面城,辽宁省,铁岭市
AAP,百里峡,河北省,保定市
BLB,勃利,黑龙江省,七台河市
BOZ,北流,广西壮族自治区,玉林市
BLX,巴林,内蒙古自治区,牙克石市
BAT,白狼,内蒙古自治区,兴安盟
BKD,保康,内蒙古自治区,通辽市
BBM,白鸡坡,贵州省,六盘水市
BWH,宝华山,江苏省,镇江市
BUT,布海,吉林省,长春市
BNN,巴东,湖北省,恩施土家族苗族自治州
BUP,板城,河北省,保定市
BGV,白壁关,山西省,吕梁市
ASH,安亭北,上海市,上海市
AJD,阿金,辽宁省,阜新市
AJJ,艾家村,宁夏回族自治区,吴忠市
YED,敖汉,内蒙古自治区,赤峰市
AGT,安广,吉林省,白城市
ADX,安达,黑龙江省,绥化市
AAX,昂昂溪,黑龙江省,齐齐哈尔市
ZDV,镇城底,山西省,太原市
YWH,义乌,浙江省,金华市
YEX,伊图里河,内蒙古自治区,呼伦贝尔市
AOP,燕山,北京市,北京市
ALY,榆林,陕西省,榆林市
YKX,牙克石,内蒙古自治区,呼伦贝尔市
HAN,宜昌东,湖北省,宜昌市
XYT,熊岳城,辽宁省,营口市
WYY,万源,四川省,达州市
WUJ,武威,甘肃省,武威市
WWJ,武威南,甘肃省,武威市
WWT,乌兰浩特,内蒙古自治区,兴安盟
WJT,吴家屯,辽宁省,沈阳市
WDT,瓦房店,辽宁省,大连市
TLD,通辽,内蒙古自治区,通辽市
THL,通化,吉林省,通化市
TVX,塔尔气,内蒙古自治区,呼伦贝尔市
SUV,朔州,山西省,朔州市
VYT,松原,吉林省,松原市
SWS,邵武,福建省,南平市
SRG,上饶,江西省,上饶市
NIW,遂宁,四川省,遂宁市
SXT,苏家屯,辽宁省,沈阳市
SHB,绥化,黑龙江省,绥化市
RJG,瑞金,江西省,赣州市
RAZ,融安,广西壮族自治区,柳州市
QTB,七台河,黑龙江省,七台河市
QEB,前进镇,黑龙江省,牡丹江市
QRN,蕲春,湖北省,黄冈市
PXZ,凭祥,广西壮族自治区,崇左市
PSQ,坪石,广东省,韶关市
NZX,碾子山,黑龙江省,齐齐哈尔市
NUH,南通,江苏省,南通市
NDZ,南丹,广西壮族自治区,河池市
NCB,南岔,黑龙江省,伊春市
VAW,麻尾,贵州省,黔南布依族苗族自治州
MSB,密山,黑龙江省,鸡西市
MVX,漠河,黑龙江省,大兴安岭地区
MRX,莫尔道嘎,内蒙古自治区,呼伦贝尔市
LZD,辽中,辽宁省,沈阳市
LZX,立志,黑龙江省,大庆市
LYS,龙岩,福建省,龙岩市
LEQ,澧县,湖南省,常德市
LWH,兰溪,浙江省,金华市
LVV,灵丘,山西省,大同市
LKV,柳林南,山西省,吕梁市
LQL,临江,吉林省,白山市
UHP,隆化,河北省,承德市
LGP,良各庄,北京市,北京市
LKZ,陆川,广西壮族自治区,玉林市
LCN,利川,湖北省,恩施土家族苗族自治州
KTR,奎屯,新疆维吾尔自治区,伊犁哈萨克自治州
KSR,喀什,新疆维吾尔自治区,喀什地区
KLV,岢岚,山西省,忻州市
KLR,库尔勒,新疆维吾尔自治区,巴音郭楞蒙古自治州
JXB,鸡西,黑龙江省,鸡西市
JTL,九台,吉林省,长春市
JUH,江山,浙江省,衢州市
JMN,荆门,湖北省,荆门市
HOY,汉中,陕西省,汉中市
HIK,菏泽,山东省,菏泽市
HBP,怀柔北,北京市,北京市
HMR,哈密,新疆维吾尔自治区,哈密市
HWD,霍林郭勒,内蒙古自治区,通辽市
HJB,黑河,黑龙江省,黑河市
HGB,鹤岗,黑龙江省,鹤岗市
HBV,河边,山西省,忻州市
GNJ,干塘,宁夏回族自治区,中卫市
GXN,固始,河南省,信阳市
GRO,格尔木,青海省,海西蒙古族藏族自治州
FRX,富拉尔基,黑龙江省,齐齐哈尔市
FLV,风陵渡,山西省,运城市
RLC,二连,内蒙古自治区,锡林郭勒盟
DJB,东京城,黑龙江省,牡丹江市
DHJ,敦煌,甘肃省,酒泉市
DHD,大虎山,辽宁省,锦州市
DFB,东方红,黑龙江省,鸡西市
CZZ,崇左,广西壮族自治区,崇左市
IYH,池州,安徽省,池州市
CXT,陈相屯,辽宁省,沈阳市
CXK,曹县,山东省,菏泽市
BXT,本溪,辽宁省,本溪市
BXR,北屯市,新疆维吾尔自治区,北屯市
HJL,白山市,吉林省,白山市
BIZ,百色,广西壮族自治区,百色市
ASR,阿克苏,新疆维吾尔自治区,阿克苏地区
AKY,安康,陕西省,安康市
ART,阿尔山,内蒙古自治区,兴安盟
XNO,西宁,青海省,西宁市
XAY,西安,陕西省,西安市
CAY,西安南,陕西省,西安市
EAY,西安北,陕西省,西安市
LSO,拉萨,西藏自治区,拉萨市
HGH,杭州东,浙江省,杭州市
HZH,杭州,浙江省,杭州市
VUQ,海口,海南省,海口市
HMQ,海口东,海南省,海口市
KEQ,海  口东,海南省,海口市
HHC,呼和浩特,内蒙古自治区,呼和浩特市
NDC,呼和浩特东,内蒙古自治区,呼和浩特市
CSQ,长沙,湖南省,长沙市
CWQ,长沙南,湖南省,长沙市
CCT,长春,吉林省,长春市
CRT,长春西,吉林省,长春市
XJA,香港西九龙,香港特别行政区,香港特别行政区
CFD,赤峰,内蒙古自治区,赤峰市
PZD,平庄,内蒙古自治区,赤峰市
HJT,华家,吉林省,长春市
XGT,新立镇,吉林省,榆树市
XMT,谢家镇,吉林省,榆树市
UDT,刘家店,吉林省,榆树市
TSW,土溪,四川省,达州市
VAP,北京北,北京市,北京市
QIP,清河,北京市,北京市
PSW,彭山,四川省,眉山市
AJH,建湖,江苏省,盐城市
VOW,甘洛,四川省,凉山彝族自治州
DBH,东台,江苏省,盐城市
CPP,昌平,北京市,北京市
ZIW,遵义西,贵州省,遵义市
GTP,官厅,河北省,张家口市
ZYW,资阳,四川省,资阳市
ARM,永仁,云南省,楚雄彝族自治州
WGC,乌审旗,内蒙古自治区,鄂尔多斯市
PNE,攀枝花南,四川省,攀枝花市
